id;type;file
refctr_NE5b_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SW2c_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_CITY_COP_helmet;item_group;data/mods/innawood/npcs/class_item_groups.json
refctr_W4e_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
prac_knapping_speed;practice;data/json/recipes/practice/survival.json
homeless_shelter;city_building;data/json/overmap/multitile_city_buildings.json
shocking_teleport;SPELL;data/mods/Magiclysm/Spells/stormshaper.json
lab_pink_mutagen_check;effect_on_condition;data/json/mapgen/lab/lab_modular/lab_nests_modular/lab_effect_on_condition.json
refctr_S4c_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_E2b_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_crate_o;construction;data/json/construction.json
nested_armor_all_platearmors;nested_category;data/json/recipes/nested.json
MA_69_CUMMINGTON;city;data/mods/MA/cities.json
refctr_N4d_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_N2d_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
hitpoint_nums_vertical_layout;widget;data/json/ui/hp.json
NC_SCAVENGER_pistols;item_group;data/mods/innawood/npcs/class_item_groups.json
body_temp_delta_desc_no_label;widget;data/json/ui/body_temp.json
constr_down_bunkbed;construction;data/json/construction.json
debug_push_basic;SPELL;data/mods/Magiclysm/Spells/debug.json
MUSHY;json_flag;data/json/flags.json
motel-twd;overmap_special;data/json/overmap/overmap_special/specials.json
urban_2_house;city_building;data/json/overmap/multitile_city_buildings.json
morale_perm_filthy;morale_type;data/json/morale_types.json
MA_132_HINSDALE;city;data/mods/MA/cities.json
MA_101_FRANKLIN;city;data/mods/MA/cities.json
MA_349_WORTHINGTON;city;data/mods/MA/cities.json
test_rollerskates;ARMOR;data/mods/TEST_DATA/items.json
exo_electrolaser;TOOL_ARMOR;data/mods/Aftershock/items/armor/exosuit/exosuit_ranged.json
morale_antijunk;morale_type;data/json/morale_types.json
refctr_S3a_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
all_faction_base_expansions;recipe_group;data/json/recipes/basecamps/recipe_groups.json
engine_test;vehicle;data/mods/TEST_DATA/vehicle.json
nested_ammo_chemthrower;nested_category;data/json/recipes/nested.json
app_standing_lamp;construction;data/json/construction.json
mx_exocrash_1;map_extra;data/json/overmap/map_extras.json
constr_sconc_wall_p;construction;data/json/construction.json
refctr_NW3e_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_N4c_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
afs_bio_blade_fire;BIONIC_ITEM;data/mods/Aftershock/items/cbms.json
EOC_PORTAL_STORM_WARN_OR_CAUSE_RECURRING;effect_on_condition;data/mods/Backrooms/portal_storm_effect_on_condition.json
back_yard_grilling;profession;data/json/hobbies.json
evac_center_13_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
godco_place_coop;effect_on_condition;data/json/mapgen/godco/godco_eocs.json
refctr_NW2a_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_place_workbench;construction;data/json/construction.json
refctr_S4d_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_313_WASHINGTON;city;data/mods/MA/cities.json
f_toposcan_scanner;furniture;data/mods/Aftershock/maps/furniture.json
constr_revert_wood_wall_paint_black;construction;data/json/construction.json
refctr_N4a;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W1b_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
EXODII_CBM_unlocks_weapons_light;item_group;data/json/npcs/exodii/exodii_merchant_itemlist.json
car_light_battery_cell;vehicle_part;data/json/vehicleparts/battery.json
achievement_kill_uplift;achievement;data/mods/Aftershock/achievements/achievements.json
refctr_N5c;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_77_DOUGLAS;city;data/mods/MA/cities.json
ambient_subway;effect_on_condition;data/json/effect_on_condition.json
Riverside Dwelling 3;overmap_special;data/json/overmap/overmap_special/specials.json
NC_SOLDIER_masks;item_group;data/mods/innawood/npcs/class_item_groups.json
MININUKE_MOD;ammo_effect;data/json/ammo_effects.json
refctr_N2e;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_E5e_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_NW4b_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
seat_wood_flimsy;vehicle_part;data/json/vehicleparts/vehicle_parts.json
refctr_SE2e_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SW4b_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_NE1a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W3b_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_E5e;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
bolt_steel_target;AMMO;data/json/items/ranged/crossbows.json
refctr_NW2d_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
magiclysm;MOD_INFO;data/mods/Magiclysm/modinfo.json
NC_JUNK_SHOPKEEP_coat;item_group;data/json/npcs/NC_JUNK_SHOPKEEP.json
constr_water_pump;construction;data/json/construction.json
guns_rare_static;item_group;data/mods/innawood/itemgroups/guns.json
sewing_expert;profession;data/json/hobbies.json
constr_rdoor;construction;data/json/construction.json
engine_steam_giant;vehicle_part;data/mods/BlazeIndustries/vehicleparts/blaze_combustion.json
ravine_tunnels;overmap_special;data/mods/Aftershock/maps/mutable_specials/ravine_tunnels.json
constr_floor_primitive;construction;data/json/construction.json
constr_revert_concrete_wall_paint_b;construction;data/json/construction.json
EOC_math_diag_assign;effect_on_condition;data/mods/TEST_DATA/EOC.json
ACT_WAIT_STAMINA;activity_type;data/json/player_activities.json
constr_metal_grate_window_curtain_no_glass;construction;data/json/construction.json
dissect_elfa_sample_large;harvest;data/json/harvest_dissect.json
nested_quivers;nested_category;data/json/recipes/nested.json
refctr_E1c_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_174_MAYNARD;city;data/mods/MA/cities.json
m1911a1;GUN;data/mods/classic_zombies/items/guns.json
refctr_SW2a_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_N1a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
loves_books;profession;data/json/hobbies.json
engine_steam_turbine_small;vehicle_part;data/mods/BlazeIndustries/vehicleparts/blaze_combustion.json
Island_3;overmap_special;data/mods/desert_region/overmap/location_blacklist.json
MA_28_BERLIN;city;data/mods/MA/cities.json
constr_fill_pit_trap;construction;data/json/construction.json
constr_brick_oven_struct;construction;data/json/construction.json
bushcraft;profession;data/json/hobbies.json
constr_jackhammer_resin_cage;construction;data/json/construction.json
constr_cut_grass_dead_advanced;construction;data/json/construction.json
newly_telepath;profession;data/mods/MindOverMatter/hobbies.json
MA_165_MALDEN;city;data/mods/MA/cities.json
refctr_SE1e_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_W3e_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
TALK_TEST_OR;talk_topic;data/json/npcs/TALK_TEST.json
refctr_S4e_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
f_region_forest;furniture;data/json/furniture_and_terrain/furniture-regional-pseudo.json
test_eoc_spell;SPELL;data/mods/TEST_DATA/magic.json
weldkit;GENERIC;data/json/items/vehicle/rigs.json
refctr_E2e_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
blur;SPELL;data/mods/Xedra_Evolved/spells/classless_spells.json
spooked_recent;effect_type;data/json/effects.json
skyisland;MOD_INFO;data/mods/Sky_Island/modinfo.json
refctr_E2d_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
lab_mutagen_6_level;overmap_special;data/json/overmap/overmap_special/lab_modular/lab_mutagen_6_floor.json
refctr_SW2e;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_233_PERU;city;data/mods/MA/cities.json
ap_battery_clay_array;vehicle_part;data/mods/innawood/furniture_and_terrain/appliances.json
constr_door;construction;data/json/construction.json
test_complex_phase;TOOL_ARMOR;data/mods/TEST_DATA/items.json
refctr_SW3d_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SE5a_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
ACT_MULTIPLE_CONSTRUCTION;activity_type;data/json/player_activities.json
refctr_S5c;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
teleporter_attuned_ground;construction;data/mods/MindOverMatter/recipes/teleporter_recipes.json
Farm Supply Store Looted;overmap_special;data/json/overmap/overmap_special/specials.json
morale_mutagen_mutation;morale_type;data/json/morale_types.json
morale_comfy;morale_type;data/json/morale_types.json
autoclave_item;requirement;data/json/requirements/materials.json
refctr_W1b_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_HACKER;npc_class;data/json/npcs/classes.json
dissect_slime_sample_single;harvest;data/json/harvest_dissect.json
MA_210_NORTH_ANDOVER;city;data/mods/MA/cities.json
fd_push_items;field_type;data/json/field_type.json
MA_244_RANDOLPH;city;data/mods/MA/cities.json
ACT_WORKOUT_LIGHT;activity_type;data/json/player_activities.json
refctr_W3b_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
bio_powershot;GUNMOD;data/json/items/gunmod/bionicmods.json
TRIPAWS;mutation;data/mods/Aftershock/mutations/mutations.json
refctr_SW3c_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_OPS_pistols;item_group;data/json/npcs/NC_OPS.json
f_wild_rice;furniture;data/json/furniture_and_terrain/furniture-flora.json
full_body_iteminfo;body_graph;data/json/bodypart_graphs/full_body_iteminfo.json
MA_74_DEERFIELD;city;data/mods/MA/cities.json
mut_longpull;GUN;data/json/items/gun/bio.json
oa_ig_cd_desks;item_group;data/json/itemgroups/Locations_MapExtras/locations_commercial.json
refctr_NE2a_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_carpet_strconc_purple;construction;data/json/construction.json
AEP_INT_UP;enchantment;data/json/artifact/legacy_artifact_passive.json
app_electrolyzer_makeshift;construction;data/json/construction.json
Moonshine Still;overmap_special;data/json/overmap/overmap_special/specials.json
nested_all_chainmail_jumpsuit;nested_category;data/json/recipes/nested.json
prac_speech_beg;practice;data/json/recipes/practice/social.json
MA_248_REVERE;city;data/mods/MA/cities.json
BGSS_Whately_STORY1;talk_topic;data/mods/Aftershock/npcs/Backgrounds/whately.json
NC_SOLDIER_shirt;item_group;data/json/npcs/NC_SOLDIER.json
refctr_S2e_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
afs_bio_blade_electric;BIONIC_ITEM;data/mods/Aftershock/items/cbms.json
morale_failure;morale_type;data/json/morale_types.json
evac_center_1_z-2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
scooter_electric_test;vehicle;data/mods/TEST_DATA/vehicle.json
f_atmospheric_control;furniture;data/mods/Aftershock/maps/furniture_and_terrain/furniture_habitat_machinery.json
refctr_N1c;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
urban_18_victorian;city_building;data/json/overmap/multitile_city_buildings.json
morale_moodswing;morale_type;data/json/morale_types.json
constr_innawood_bulletin;construction;data/mods/innawood/furniture_and_terrain/furniture-tools.json
constr_revert_strconc_wall_paint_orange;construction;data/json/construction.json
MA_251_ROCKLAND;city;data/mods/MA/cities.json
spirit_armor_plus;SPELL;data/mods/Magiclysm/Spells/technomancer.json
app_battery_car;construction;data/json/construction.json
refctr_SW2e_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
MA_231_PEMBROKE;city;data/mods/MA/cities.json
refctr_E1a;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
nested_jian;nested_category;data/json/recipes/nested.json
mon_moxphore_emetic;MONSTER;data/mods/Aftershock/mobs/zombies.json
refctr_E1b_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SW3c_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_E4d_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_SE1a_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
crystalline_potions;nested_category;data/mods/MindOverMatter/recipes/nested.json
sweet_cataclysm;scenario;data/mods/My_Sweet_Cataclysm/sweet_scenarios.json
translate_dialogue;MOD_INFO;data/mods/translate-dialogue/modinfo.json
circle_split_test;vehicle;data/mods/TEST_DATA/vehicle.json
urban_dd_house;city_building;data/json/overmap/multitile_city_buildings.json
xs_carbide_cuirass;ARMOR;data/mods/Aftershock/items/armor.json
void_spider_test_item;TOOL;data/json/monster_special_attacks/void_spider_mechanics.json
rabbi;profession;data/json/professions.json
test_crater;overmap_special;data/mods/TEST_DATA/overmap_specials.json
NC_ISHERWOOD_CLAIRE_hat;item_group;data/json/npcs/isherwood_farm/NPC_Claire_Isherwood.json
refctr_SE1b_z-3;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
refctr_NW2b_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
constr_reinforced_glass;construction;data/json/construction.json
extscenario_ursine;scenario;data/mods/extra_mut_scen/mutation_scenarios.json
refctr_S1c_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
f_moxie_tube;furniture;data/mods/Aftershock/maps/furniture_and_terrain/terrain_floraxeno.json
mx_bandits_campsite;map_extra;data/mods/No_Hope/Mapgen/map_extras/map_extras.json
constr_firering;construction;data/json/construction.json
refctr_S5a_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
conduct_no_skill_levels_gained;conduct;data/json/conducts.json
campus_health;overmap_special;data/json/overmap/overmap_special/campus.json
nested_every_helm_close;nested_category;data/json/recipes/nested.json
BLED;json_flag;data/json/flags.json
local_railroad;overmap_connection;data/json/overmap/overmap_connections.json
refctr_E2e;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_BOUNTY_HUNTER_eyes;item_group;data/mods/innawood/npcs/class_item_groups.json
NC_OPS_launcher;item_group;data/mods/Military_Professions/npc/NC_OPS.json
refctr_N5e;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
EOC_PORTAL_STORM_POPUP;effect_on_condition;data/json/portal_storm_effect_on_condition.json
EOC_GIVE_FREEZING_AURA_OFF;effect_on_condition;data/mods/Magiclysm/enchantments/Tundra_Mage.json
nested_all_gambeson_hoods;nested_category;data/json/recipes/nested.json
exo_medium_storage;ARMOR;data/mods/Aftershock/items/armor/exosuit/exosuit_storage.json
warp_home;SPELL;data/mods/Sky_Island/EOCs.json
Lakeside Cabin 1;overmap_special;data/json/overmap/overmap_special/specials.json
NC_OPS_gloves;item_group;data/mods/innawood/npcs/NC_OPS.json
NC_DOCTOR_pants_female;item_group;data/json/npcs/NC_DOCTOR.json
monster_armor;effect_type;data/json/effects.json
t_iceslope_down;terrain;data/mods/Aftershock/maps/furniture_and_terrain/terrain_groundxeno.json
couch_to_autodoc_couch;construction;data/mods/Sky_Island/constructions.json
constr_rope_hoist_ceiling;construction;data/json/construction.json
refctr_N3b_z1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
NC_ROBOFAC_FREE_MERCHANT_coat;item_group;data/json/npcs/robofac/ROBOFAC_SURFACE_FREEMERCHANT.json
refctr_NW3c_z-4;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
prac_health_care_beg;practice;data/json/recipes/practice/health.json
morale_photos;morale_type;data/json/morale_types.json
wrestling_beginner;profession;data/json/hobbies.json
constr_brick_wall_halfway;construction;data/json/construction.json
refctr_W5e_z-1;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
evac_center_2_z2;overmap_terrain;data/mods/Graphical_Overmap/go_overmap_terrain_evac_center.json
nested_bundle_of_items;nested_category;data/json/recipes/nested.json
nested_armingpants_nylon;nested_category;data/json/recipes/nested.json
MA_208_NORFOLK;city;data/mods/MA/cities.json
NC_ARMY_shotgun;item_group;data/mods/Military_Professions/npc/NC_ARMY.json
ACT_GUNMOD_REMOVE;activity_type;data/json/player_activities.json
morale_killer_need_to_kill;morale_type;data/json/morale_types.json
avchievement_gains_inventor_trait;achievement;data/mods/Xedra_Evolved/achievements/achievements.json
crushed_giant_summoning;SPELL;data/json/monster_special_attacks/spells.json
